================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=walk_up, v=1, w=-0.04148580931062097, v*w=-0.04148580931062097
f=people, v=2, w=-0.027486497905934534, v*w=-0.05497299581186907
f=up_a, v=1, w=-0.06264528089887371, v*w=-0.06264528089887371
f=a_ramp, v=1, w=-0.06914765953531195, v*w=-0.06914765953531195
f=group_of, v=1, w=-0.07273928704859826, v*w=-0.07273928704859826
f=A_group, v=1, w=-0.07291392174916575, v*w=-0.07291392174916575
f=people_walk, v=1, w=-0.1565133559413481, v*w=-0.1565133559413481
f=The_people, v=1, w=-0.28656644339247617, v*w=-0.28656644339247617
f=on, v=1, w=-0.29811008903331604, v*w=-0.29811008903331604
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=of, v=1, w=-0.37790219820508486, v*w=-0.37790219820508486
f=day, v=1, w=-0.44722266953277673, v*w=-0.44722266953277673
f=word_mismatch, v=10, w=-0.04797307969310231, v*w=-0.47973079693102316
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=are, v=1, w=-0.6460762017236287, v*w=-0.6460762017236287
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
================================================================================
P: A woman pulls a small child in a sled through the snow .
H: A woman pulls a child .
label=1, predicted=1, correct
f=lexical_overlap, v=6, w=0.3830654707424352, v*w=2.298392824454611
f=length_diff, v=7, w=0.2283268767017618, v*w=1.5982881369123325
f=snow_., v=1, w=0.5267721509488937, v*w=0.5267721509488937
f=A_woman, v=2, w=0.16821192338671, v*w=0.33642384677342
f=pulls, v=2, w=0.1141363856971599, v*w=0.2282727713943198
f=the_snow, v=1, w=0.2272514099056606, v*w=0.2272514099056606
f=small_child, v=1, w=0.21951753371791638, v*w=0.21951753371791638
f=in_a, v=1, w=0.21910880076345068, v*w=0.21910880076345068
f=child_in, v=1, w=0.1897791189932109, v*w=0.1897791189932109
f=a_child, v=1, w=0.14906604417065422, v*w=0.14906604417065422
f=pulls_a, v=2, w=0.04250325070880228, v*w=0.08500650141760456
f=woman, v=2, w=0.03210373284279739, v*w=0.06420746568559478
f=through_the, v=1, w=0.03145799697134684, v*w=0.03145799697134684
f=a_small, v=1, w=0.030803488724732625, v*w=0.030803488724732625
f=woman_pulls, v=2, w=0.01399392356291098, v*w=0.02798784712582196
f=child_., v=1, w=0.023286486732732644, v*w=0.023286486732732644
f=child, v=2, w=0.0033057020345803457, v*w=0.0066114040691606915
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=a_sled, v=1, w=-0.1727983568370308, v*w=-0.1727983568370308
f=through, v=1, w=-0.1920874269781754, v*w=-0.1920874269781754
f=sled_through, v=1, w=-0.19231691512222907, v*w=-0.19231691512222907
f=snow, v=1, w=-0.1930168418344248, v*w=-0.1930168418344248
f=sled, v=1, w=-0.262145666559767, v*w=-0.262145666559767
f=word_mismatch, v=6, w=-0.04797307969310231, v*w=-0.28783847815861385
f=small, v=1, w=-0.43774700994112864, v*w=-0.43774700994112864
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
f=a, v=3, w=-0.40085934414878244, v*w=-1.2025780324463473
================================================================================
P: There is not an image here .
H: There is only a single color displayed instead of an image .
label=0, predicted=1, wrong
f=There, v=2, w=1.105723604985595, v*w=2.21144720997119
f=lexical_overlap, v=5, w=0.3830654707424352, v*w=1.915327353712176
f=There_is, v=2, w=0.6642810679607303, v*w=1.3285621359214606
f=length_diff, v=5, w=0.2283268767017618, v*w=1.141634383508809
f=is_not, v=1, w=0.530463407005919, v*w=0.530463407005919
f=not, v=1, w=0.44742403732890756, v*w=0.44742403732890756
f=an_image, v=2, w=0.06003550380630045, v*w=0.1200710076126009
f=color, v=1, w=0.06865034100191938, v*w=0.06865034100191938
f=negation_count, v=1, w=0.06271304083841969, v*w=0.06271304083841969
f=displayed, v=1, w=0.017920793588302793, v*w=0.017920793588302793
f=only, v=1, w=0.012448704930213546, v*w=0.012448704930213546
f=only_a, v=1, w=0.012137373474624407, v*w=0.012137373474624407
f=is_only, v=1, w=0.0074896795965863185, v*w=0.0074896795965863185
f=here, v=1, w=0.007479794970041674, v*w=0.007479794970041674
f=not_an, v=1, w=0, v*w=0
f=image_here, v=1, w=0, v*w=0
f=single_color, v=1, w=0, v*w=0
f=color_displayed, v=1, w=0, v*w=0
f=displayed_instead, v=1, w=0, v*w=0
f=instead, v=1, w=-0.029711908248862027, v*w=-0.029711908248862027
f=instead_of, v=1, w=-0.029711908248862027, v*w=-0.029711908248862027
f=image_., v=1, w=-0.05202631173920329, v*w=-0.05202631173920329
f=image, v=2, w=-0.029857133704224242, v*w=-0.059714267408448485
f=of_an, v=1, w=-0.06139943128253854, v*w=-0.06139943128253854
f=here_., v=1, w=-0.07592742342597447, v*w=-0.07592742342597447
f=word_mismatch, v=2, w=-0.04797307969310231, v*w=-0.09594615938620463
f=a_single, v=1, w=-0.10366610008698408, v*w=-0.10366610008698408
f=single, v=1, w=-0.1043613081318995, v*w=-0.1043613081318995
f=of, v=1, w=-0.37790219820508486, v*w=-0.37790219820508486
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=an, v=2, w=-0.32472737342345664, v*w=-0.6494547468469133
f=is, v=2, w=-0.45493996500424116, v*w=-0.9098799300084823
================================================================================
P: A man and a woman are sitting at a table outside , next to a small flower garden .
H: The man and woman are on a date .
label=0, predicted=0, correct
f=lexical_overlap, v=6, w=0.3830654707424352, v*w=2.298392824454611
f=length_diff, v=10, w=0.2283268767017618, v*w=2.283268767017618
f=flower, v=1, w=0.3405213435367672, v*w=0.3405213435367672
f=A_man, v=1, w=0.324577417131331, v*w=0.324577417131331
f=The_man, v=1, w=0.29542522325134135, v*w=0.29542522325134135
f=and_a, v=1, w=0.2887705741972328, v*w=0.2887705741972328
f=table, v=1, w=0.2655580034381022, v*w=0.2655580034381022
f=next_to, v=1, w=0.25548951210531956, v*w=0.25548951210531956
f=a_table, v=1, w=0.23311469155101175, v*w=0.23311469155101175
f=on_a, v=1, w=0.1768242450195646, v*w=0.1768242450195646
f=woman_are, v=2, w=0.0684198650331609, v*w=0.1368397300663218
f=,_next, v=1, w=0.12109883940068096, v*w=0.12109883940068096
f=a_woman, v=1, w=0.10950611503833728, v*w=0.10950611503833728
f=to_a, v=1, w=0.09392205713697577, v*w=0.09392205713697577
f=next, v=1, w=0.06682096910511319, v*w=0.06682096910511319
f=woman, v=2, w=0.03210373284279739, v*w=0.06420746568559478
f=are_on, v=1, w=0.04228729042197789, v*w=0.04228729042197789
f=table_outside, v=1, w=0.04124275248686796, v*w=0.04124275248686796
f=a_small, v=1, w=0.030803488724732625, v*w=0.030803488724732625
f=are_sitting, v=1, w=0.011457886405181503, v*w=0.011457886405181503
f=sitting, v=1, w=0.010350184963124877, v*w=0.010350184963124877
f=flower_garden, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=garden, v=1, w=-0.000842830355160523, v*w=-0.000842830355160523
f=outside, v=1, w=-0.001485132525099549, v*w=-0.001485132525099549
f=and_woman, v=1, w=-0.015222185799903792, v*w=-0.015222185799903792
f=man_and, v=2, w=-0.019681528798374145, v*w=-0.03936305759674829
f=garden_., v=1, w=-0.0607313281388211, v*w=-0.0607313281388211
f=small_flower, v=1, w=-0.07627322396988107, v*w=-0.07627322396988107
f=at_a, v=1, w=-0.08622086192337773, v*w=-0.08622086192337773
f=sitting_at, v=1, w=-0.125640799264512, v*w=-0.125640799264512
f=outside_,, v=1, w=-0.15082300054766146, v*w=-0.15082300054766146
f=date_., v=1, w=-0.17283707280431337, v*w=-0.17283707280431337
f=date, v=1, w=-0.21527976636757928, v*w=-0.21527976636757928
f=at, v=1, w=-0.26136614004677544, v*w=-0.26136614004677544
f=a_date, v=1, w=-0.2644456349863864, v*w=-0.2644456349863864
f=on, v=1, w=-0.29811008903331604, v*w=-0.29811008903331604
f=man, v=2, w=-0.14954275836407363, v*w=-0.29908551672814726
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=small, v=1, w=-0.43774700994112864, v*w=-0.43774700994112864
f=word_mismatch, v=11, w=-0.04797307969310231, v*w=-0.5277038766241254
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=and, v=2, w=-0.39896675096440504, v*w=-0.7979335019288101
f=to, v=1, w=-0.8016492569411924, v*w=-0.8016492569411924
f=are, v=2, w=-0.6460762017236287, v*w=-1.2921524034472573
f=a, v=4, w=-0.40085934414878244, v*w=-1.6034373765951297
================================================================================
P: Jet flying low over a field with a woman in the field .
H: A woman watches a jet fly over her .
label=0, predicted=0, correct
f=lexical_overlap, v=4, w=0.3830654707424352, v*w=1.5322618829697408
f=length_diff, v=4, w=0.2283268767017618, v*w=0.9133075068070472
f=the_field, v=1, w=0.38335221217488497, v*w=0.38335221217488497
f=watches_a, v=1, w=0.29399079040699544, v*w=0.29399079040699544
f=with_a, v=1, w=0.2523841160226351, v*w=0.2523841160226351
f=A_woman, v=1, w=0.16821192338671, v*w=0.16821192338671
f=a_woman, v=1, w=0.10950611503833728, v*w=0.10950611503833728
f=woman, v=2, w=0.03210373284279739, v*w=0.06420746568559478
f=her_., v=1, w=0.05506714745025207, v*w=0.05506714745025207
f=watches, v=1, w=0.04770309562375366, v*w=0.04770309562375366
f=flying, v=1, w=0.038070978811784124, v*w=0.038070978811784124
f=over_her, v=1, w=0.026865870622937438, v*w=0.026865870622937438
f=low, v=1, w=0.0052210765813932815, v*w=0.0052210765813932815
f=Jet, v=1, w=0, v*w=0
f=Jet_flying, v=1, w=0, v*w=0
f=flying_low, v=1, w=0, v*w=0
f=low_over, v=1, w=0, v*w=0
f=jet_fly, v=1, w=0, v*w=0
f=fly_over, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=a_field, v=1, w=-0.008137359310401698, v*w=-0.008137359310401698
f=field_., v=1, w=-0.009294320944133171, v*w=-0.009294320944133171
f=in_the, v=1, w=-0.011687244813448, v*w=-0.011687244813448
f=a_jet, v=1, w=-0.017057040694635584, v*w=-0.017057040694635584
f=woman_in, v=1, w=-0.017426125645422424, v*w=-0.017426125645422424
f=woman_watches, v=1, w=-0.041281983470150156, v*w=-0.041281983470150156
f=field_with, v=1, w=-0.08786583389762073, v*w=-0.08786583389762073
f=jet, v=1, w=-0.10817902498010144, v*w=-0.10817902498010144
f=fly, v=1, w=-0.180095186901699, v*w=-0.180095186901699
f=over_a, v=1, w=-0.22968227861326224, v*w=-0.22968227861326224
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=word_mismatch, v=7, w=-0.04797307969310231, v*w=-0.3358115578517162
f=with, v=1, w=-0.37578220266504436, v*w=-0.37578220266504436
f=field, v=2, w=-0.2017667971284122, v*w=-0.4035335942568244
f=her, v=1, w=-0.4323918021272653, v*w=-0.4323918021272653
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=over, v=2, w=-0.50241789362678, v*w=-1.00483578725356
f=a, v=3, w=-0.40085934414878244, v*w=-1.2025780324463473
================================================================================
P: A toddler dressed only in a pamper is sitting on the floor playing with 4 `` car '' pieces to a train set .
H: A child plays with a train set .
label=1, predicted=1, correct
f=length_diff, v=16, w=0.2283268767017618, v*w=3.653230027228189
f=lexical_overlap, v=6, w=0.3830654707424352, v*w=2.298392824454611
f=is_sitting, v=1, w=0.6478721675661036, v*w=0.6478721675661036
f=train, v=2, w=0.18952532321036, v*w=0.37905064642072
f=plays_with, v=1, w=0.29104137016242776, v*w=0.29104137016242776
f=on_the, v=1, w=0.2665158312004819, v*w=0.2665158312004819
f=with_a, v=1, w=0.2523841160226351, v*w=0.2523841160226351
f=the_floor, v=1, w=0.2412971740611757, v*w=0.2412971740611757
f=in_a, v=1, w=0.21910880076345068, v*w=0.21910880076345068
f=A_child, v=1, w=0.2175618156542583, v*w=0.2175618156542583
f=a_train, v=2, w=0.09936487199687642, v*w=0.19872974399375284
f=floor, v=1, w=0.13215241549755977, v*w=0.13215241549755977
f=to_a, v=1, w=0.09392205713697577, v*w=0.09392205713697577
f=train_set, v=2, w=0.03505738173520501, v*w=0.07011476347041001
f=pieces, v=1, w=0.04503144342083558, v*w=0.04503144342083558
f=car, v=1, w=0.016130056582588048, v*w=0.016130056582588048
f=only, v=1, w=0.012448704930213546, v*w=0.012448704930213546
f=sitting, v=1, w=0.010350184963124877, v*w=0.010350184963124877
f=child, v=1, w=0.0033057020345803457, v*w=0.0033057020345803457
f=4, v=1, w=0.0029474450274593594, v*w=0.0029474450274593594
f=pamper, v=1, w=0, v*w=0
f=toddler_dressed, v=1, w=0, v*w=0
f=dressed_only, v=1, w=0, v*w=0
f=only_in, v=1, w=0, v*w=0
f=a_pamper, v=1, w=0, v*w=0
f=pamper_is, v=1, w=0, v*w=0
f=floor_playing, v=1, w=0, v*w=0
f=4_``, v=1, w=0, v*w=0
f=``_car, v=1, w=0, v*w=0
f=car_'', v=1, w=0, v*w=0
f=''_pieces, v=1, w=0, v*w=0
f=pieces_to, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=with_4, v=1, w=-0.029114926115716366, v*w=-0.029114926115716366
f=dressed, v=1, w=-0.029188134634767236, v*w=-0.029188134634767236
f=child_plays, v=1, w=-0.045961684221929776, v*w=-0.045961684221929776
f=playing_with, v=1, w=-0.05804062516422408, v*w=-0.05804062516422408
f=playing, v=1, w=-0.13778360371493695, v*w=-0.13778360371493695
f=A_toddler, v=1, w=-0.17459354641300506, v*w=-0.17459354641300506
f=toddler, v=1, w=-0.17600364893739828, v*w=-0.17600364893739828
f=set, v=2, w=-0.0912051867585531, v*w=-0.1824103735171062
f=plays, v=1, w=-0.2590967034941965, v*w=-0.2590967034941965
f=set_., v=2, w=-0.13778947906550285, v*w=-0.2755789581310057
f=``, v=1, w=-0.28773434788673025, v*w=-0.28773434788673025
f=on, v=1, w=-0.29811008903331604, v*w=-0.29811008903331604
f='', v=1, w=-0.3028700239219143, v*w=-0.3028700239219143
f=sitting_on, v=1, w=-0.4075003112082115, v*w=-0.4075003112082115
f=is, v=1, w=-0.45493996500424116, v*w=-0.45493996500424116
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
f=with, v=2, w=-0.37578220266504436, v*w=-0.7515644053300887
f=to, v=1, w=-0.8016492569411924, v*w=-0.8016492569411924
f=word_mismatch, v=17, w=-0.04797307969310231, v*w=-0.8155423547827393
f=a, v=3, w=-0.40085934414878244, v*w=-1.2025780324463473
================================================================================
P: Three children dressed in winter clothes are walking through the woods while pushing cargo along .
H: Three children are dressed in winter clothes .
label=1, predicted=1, correct
f=lexical_overlap, v=8, w=0.3830654707424352, v*w=3.0645237659394815
f=length_diff, v=8, w=0.2283268767017618, v*w=1.8266150136140944
f=clothes, v=2, w=0.35975153322502407, v*w=0.7195030664500481
f=dressed_in, v=2, w=0.28292254173474607, v*w=0.5658450834694921
f=are_walking, v=1, w=0.46854519797734995, v*w=0.46854519797734995
f=in_winter, v=2, w=0.17512984954383595, v*w=0.3502596990876719
f=clothes_., v=1, w=0.3046307109123155, v*w=0.3046307109123155
f=Three_children, v=2, w=0.14425026068456506, v*w=0.2885005213691301
f=winter, v=2, w=0.11432430359602906, v*w=0.22864860719205812
f=children_are, v=1, w=0.15610548747194714, v*w=0.15610548747194714
f=along_., v=1, w=0.10071495463156363, v*w=0.10071495463156363
f=are_dressed, v=1, w=0.08700303783229649, v*w=0.08700303783229649
f=children, v=2, w=0.028304918293188062, v*w=0.056609836586376125
f=the_woods, v=1, w=0.03380152830458797, v*w=0.03380152830458797
f=through_the, v=1, w=0.03145799697134684, v*w=0.03145799697134684
f=winter_clothes, v=2, w=0.006641168720934996, v*w=0.013282337441869992
f=woods_while, v=1, w=0, v*w=0
f=while_pushing, v=1, w=0, v*w=0
f=pushing_cargo, v=1, w=0, v*w=0
f=cargo_along, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=walking, v=1, w=-0.03633671982483617, v*w=-0.03633671982483617
f=dressed, v=2, w=-0.029188134634767236, v*w=-0.05837626926953447
f=woods, v=1, w=-0.060556741327913145, v*w=-0.060556741327913145
f=along, v=1, w=-0.0760826678880284, v*w=-0.0760826678880284
f=cargo, v=1, w=-0.07960380586739747, v*w=-0.07960380586739747
f=children_dressed, v=1, w=-0.11820956348162426, v*w=-0.11820956348162426
f=walking_through, v=1, w=-0.11976511915774872, v*w=-0.11976511915774872
f=clothes_are, v=1, w=-0.16593515883066545, v*w=-0.16593515883066545
f=through, v=1, w=-0.1920874269781754, v*w=-0.1920874269781754
f=Three, v=2, w=-0.12001253629634999, v*w=-0.24002507259269998
f=while, v=1, w=-0.31090945168669804, v*w=-0.31090945168669804
f=pushing, v=1, w=-0.3464028642133462, v*w=-0.3464028642133462
f=word_mismatch, v=8, w=-0.04797307969310231, v*w=-0.3837846375448185
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=in, v=2, w=-0.4621736065762428, v*w=-0.9243472131524856
f=are, v=2, w=-0.6460762017236287, v*w=-1.2921524034472573
================================================================================
P: People are walking along the street .
H: Humans beings are ambling down a road .
label=1, predicted=1, correct
f=lexical_overlap, v=2, w=0.3830654707424352, v*w=0.7661309414848704
f=Humans, v=1, w=0.5139247140074228, v*w=0.5139247140074228
f=are_walking, v=1, w=0.46854519797734995, v*w=0.46854519797734995
f=People, v=1, w=0.3602300901282249, v*w=0.3602300901282249
f=walking_along, v=1, w=0.2626862313198371, v*w=0.2626862313198371
f=road_., v=1, w=0.2535587122370514, v*w=0.2535587122370514
f=length_diff, v=1, w=0.2283268767017618, v*w=0.2283268767017618
f=the_street, v=1, w=0.17264210268259333, v*w=0.17264210268259333
f=People_are, v=1, w=0.15053969754853444, v*w=0.15053969754853444
f=along_the, v=1, w=0.14836767285575284, v*w=0.14836767285575284
f=street_., v=1, w=0.08444538788523681, v*w=0.08444538788523681
f=beings, v=1, w=0.07505217711907101, v*w=0.07505217711907101
f=road, v=1, w=0.013575345049473275, v*w=0.013575345049473275
f=ambling, v=1, w=0.004662969693456461, v*w=0.004662969693456461
f=Humans_beings, v=1, w=0, v*w=0
f=beings_are, v=1, w=0, v*w=0
f=are_ambling, v=1, w=0, v*w=0
f=ambling_down, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=down, v=1, w=-0.004748635802573506, v*w=-0.004748635802573506
f=walking, v=1, w=-0.03633671982483617, v*w=-0.03633671982483617
f=along, v=1, w=-0.0760826678880284, v*w=-0.0760826678880284
f=street, v=1, w=-0.1740767558473877, v*w=-0.1740767558473877
f=down_a, v=1, w=-0.2067470247024457, v*w=-0.2067470247024457
f=word_mismatch, v=5, w=-0.04797307969310231, v*w=-0.23986539846551158
f=a_road, v=1, w=-0.26864937895690155, v*w=-0.26864937895690155
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=are, v=2, w=-0.6460762017236287, v*w=-1.2921524034472573
================================================================================
P: A male child with blond-hair , green eyes , and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row .
H: A person in a shirt
label=1, predicted=1, correct
f=length_diff, v=44, w=0.2283268767017618, v*w=10.04638257487752
f=lexical_overlap, v=2, w=0.3830654707424352, v*w=0.7661309414848704
f=has, v=2, w=0.33871445038896386, v*w=0.6774289007779277
f=mouth, v=2, w=0.2680689918668022, v*w=0.5361379837336044
f=has_his, v=1, w=0.407355818117845, v*w=0.407355818117845
